# wt148 · PROMISES ADJUDICATED — one row per (sentence, named artefact) that scripts/wt148_promise_sweep.py
# emits for an in-scope manuscript. A row is a CLAIM: that a human RAN OR READ the artefact and found
# the sentence borne out (or not). It is not a claim that the sentence looks fine.
#
# HOW TO FALSIFY A ROW — and you should, because a row nobody re-checks is worth nothing:
#   1. Take the row's `evidence` column. It names a command to run or a file to read.
#   2. Run it or read it. If it does not show what `note` says it shows, the row is FALSE.
#   3. Delete the row. `python3 scripts/wt148_promise_sweep.py` goes RED on the next run, because the
#      promise it covered becomes unadjudicated. That is how this file is audited rather than trusted.
#   Editing the SENTENCE also invalidates the row: `promise_id` is a hash of (paper, artefact,
#   sentence), so a reworded promise gets a new id and the old row is reported STALE. Re-check, do not
#   re-key.
#
# CLASSES
#   H  HELD       — the artefact bears the sentence out.
#   N  NOT A PROMISE — the sentence names the artefact but asserts nothing about it that could fail
#                   independently of a row adjudicated elsewhere. Still checked; still a row.
#   R  REPAIRED   — the artefact did NOT bear it out; the manuscript was changed in the same pass, and
#                   `note` says what failed and which script repaired it.
#   C  CARDED     — failed, not repairable in-pass; `note` carries a NAMED FALSIFIER.
#
# SCOPE. The line below is the gate. Adding a manuscript stem to it turns the sweep red until every
# promise that manuscript emits carries a row. Widening scope is a data edit, deliberately.
#scope	paper-II	paper-III	paper-IV
#
# paper<TAB>promise_id<TAB>artefact<TAB>class<TAB>evidence<TAB>note<TAB>sentence
paper-III	f6848585e1	PRE-002	H	wt089 §3 A1/A2	alpha is measured for the quantity PRE-002's instrument dates; 0.408/yr on the registered sample against the 0.05 swept in the body, and the constant hazard is rejected	**φ and θ are not measured; they are swept — and for φ the reason is §4.** α is measured, but for the quantity PRE-002's instrument dates rather than for the model's α: §5.4 estimates that rate at 0.408 per year on the registered sample, against the 0.05 swept through the body and on both known biases' inflating side, and finds the constant hazard the model assumes to be rejected.
paper-III	2a403db2ef	docs/notes/NOTE-001-phi-identifiability.md	H	read docs/notes/NOTE-001-phi-identifiability.md §2 and its Provenance line	§2 'The finding' carries the conditioning result in full: the collapsed recursion C(t+1) = C(t)(1-α) + E(t)(α - φδ), the like-for-like table (median abs err 0.21140 with δ free vs 0.00073 with δ pinned, a 291× improvement) and the no-cliff table by true δ. The Provenance line names scripts/prototypes/bench_lag_torch.py and bench_identify.py. Method, scripts and figures, which is what the parenthesis promises.	(Method, scripts and full figures for the conditioning result that preceded the theorem: `docs/notes/NOTE-001-phi-identifiability.md`.
paper-III	fd2b77f988	RESULT-REG-008	H	read docs/preregistration/RESULT-REG-008.md section 2.2, and section 1 P2 for the pooled figure	§2.2 is 'At sentence level the (f) family and the named unit never meet' and prints zero of 281 JOINT and one of 363 GOODWILL-ONLY. The sentence's 'once in 644' is those two disjoint strata summed -- 281+363=644, the mandated-disclosure window of §1's table -- and is printed verbatim at §1's P2, not at §2.2. REVIEW-024 repair: the prior note said 'Both figures at the section cited' and only one of them is.	The disclosure route that would separate them is closed twice over — by a selection argument, and by a count: sharpened to the sentence and to the named reporting unit, the disclosure ties the standard's own internal trigger to the unit it fired in **once in the 644 firm-years of the mandated window and not once in the 281 that took both charges** (`RESULT-REG-008` §2.2); §7 carries the second figure and §5.4 both.
paper-III	5f1a09fd56	REVIEW-001	H	git ls-files | grep REVIEW-001	docs/papers/paper-III-dual-tensor/REVIEW-001-internal-referee.md -- the internal referee report does ship with this paper, in this paper's own directory	Mayo's account is cited here at its origin rather than at its restatement, and the volume in which she and her critics argue it out directly is listed beside it, for the same reason this paper ships with `REVIEW-001`: an argument is easier to judge when its objections are in the room.
paper-III	0d93854088	src/wealth_tensor/lag.py	H	read src/wealth_tensor/lag.py docstring L1-13	'Virtual wealth as a transfer function on real wealth' — the reporting layer as a filter, with the Real/Reported/Gap layers named. That is Paper III §3's subject, so the module belongs on the bullet's list.	- **Modules:** `src/wealth_tensor/lag.py` · `src/wealth_tensor/lambda_sensitivity.py` · `src/wealth_tensor/edgar.py`
paper-III	f4ea301779	src/wealth_tensor/lambda_sensitivity.py	H	read src/wealth_tensor/lambda_sensitivity.py docstring L1-14	'The numeraire cancels. Demonstrated, so that Lambda stops being the paper's weakest wall.' — the WT-002 coupling sweep over 1e-6..1e+6 currency/J that is the empirical leg of the Λ defence. On the bullet's list correctly.	- **Modules:** `src/wealth_tensor/lag.py` · `src/wealth_tensor/lambda_sensitivity.py` · `src/wealth_tensor/edgar.py`
paper-III	cef5e43665	src/wealth_tensor/edgar.py	H	read src/wealth_tensor/edgar.py docstring L1-12	'The severe test: does recognition lag scale with GAAP-assigned unobservability?' followed by the ASC tier table (tier 0 PP&E / ASC 360, tier 1 finite-lived intangibles / ASC 350-30, ...) that supplies φ. The §5 sampling module, on the bullet's list correctly.	- **Modules:** `src/wealth_tensor/lag.py` · `src/wealth_tensor/lambda_sensitivity.py` · `src/wealth_tensor/edgar.py`
paper-III	ac16838bdb	python3 scripts/wt027_report.py	H	`python3 scripts/wt027_report.py` re-run 2026-08-18 (RC 0)	RC 0, and the output carries exactly the five blocks the bullet enumerates: A the filter in isolation, A' §3.1's prose-only figures (phi=0.9 -> 199.8990, phi=0.1 -> 1799.0906, D(0)=1998.9895 at phi=0.0), B the full-path volatility ratios (0.93 / 2.71 / 3.27), C the entropy-rate sweep, D the sawtooth. Same five blocks and same figures as the wealthTensor-82 run	- **Regenerate §3 (and §A.2.4):** `python3 scripts/wt027_report.py` — **five blocks**: §3.1's table, §3.1's three prose-only figures (the sigmoidal lag at φ = 0.9 and φ = 0.1, and D(0) to four decimals), §3.2's table together with the full-path volatility ratios §3.2 quotes in prose, the entropy-rate sweep, and §A.2.4's sawtooth.
paper-III	d6c6430592	python3 scripts/wt002_lambda_report.py	H	`python3 scripts/wt002_lambda_report.py` re-run 2026-08-18 (RC 0)	RC 0; the output sweeps the coupling over twelve orders (1e-06 to 4.2e+01 against an energy scale of 6.02e+23) and closes with 'collapses_onto(A, B): True' -- §A.2.3's twelve-orders sweep, regenerated today	- **Regenerate §A.2.3:** `python3 scripts/wt002_lambda_report.py`
paper-III	314390a26e	python3 scripts/wt026_severe_test.py --universe pilot --onset peak	H	`python3 scripts/wt026_severe_test.py --universe pilot --onset peak` re-run 2026-08-18 (RC 0)	RC 0, and its drop accounting reports 'firms with facts fetched 672' -- it re-pulls companyfacts, so it reproduces the instrument and not the sample, which is what the bullet's own text says	- **Regenerate §5:** `python3 scripts/wt026_severe_test.py --universe pilot --onset peak` and `--universe replication --onset peak`.
paper-III	0833e298f0	docs/preregistration/RESULT-002-pilot-run.log	H	grep -n '244 events' docs/preregistration/RESULT-002-pilot-run.log	L19 '244 events across 121 firms', with L29 'VERDICT: PREDICTION FAILS'. The log carries §5.3's 244 itself, so the log — not a command — is the record, which is what the sentence claims. (444 is the replication log's L28, adjudicated at its own row.)	§5.3's 244 and 444 events come from the original pull, whose full output is committed at `docs/preregistration/RESULT-002-pilot-run.log` and `RESULT-002-replication-run.log` — those logs, not a command, are the record of §5.3.
paper-III	6c9aacc322	RESULT-002-replication-run.log	H	`grep -n 'events across' docs/preregistration/RESULT-002-replication-run.log` + `git ls-files docs/preregistration/RESULT-002-replication-run.log`	L28 '444 events across 190 firms', and the pilot log's L19 reads '244 events across 121 firms'; the replication log is tracked. 244 + 444 = 688, the count §5.3 reports	§5.3's 244 and 444 events come from the original pull, whose full output is committed at `docs/preregistration/RESULT-002-pilot-run.log` and `RESULT-002-replication-run.log` — those logs, not a command, are the record of §5.3.
paper-III	f7674cbd06	python3 scripts/wt089_recognition_and_offdiagonal.py	H	`python3 scripts/wt089_recognition_and_offdiagonal.py` re-run 2026-08-18 (RC 0)	RC 0; §3 A1 POOLED n=695 d=613 alpha_yr=0.4077 [0.3827,0.4319], A2 discrete Weibull k=1.210 [1.135,1.285], the off-diagonal lifts 4.12x and 2.02x at p=0.0002 and the power curve 1.00 at pi=0.05; and its §2 reconciles the rebuild against RESULT-002 (688 against a rebuilt 695, agreement 99.0%) before computing a statistic, exactly as the bullet says	- **Regenerate §5.4:** `python3 scripts/wt089_recognition_and_offdiagonal.py`.
paper-III	070d5c7a60	wt026_severe_test.py	H	`python3 scripts/wt026_severe_test.py --universe pilot --onset peak` re-run 2026-08-18 then `grep -ci 'recognition rate\|off-diagonal'` on its output	the grep returns 0: wt026's output contains no recognition rate and no off-diagonal figure. -81's IV-1 finding stated from the other side, and still true on a run made today	§5.4 asks two questions of §5.3's sample that it was not collected for, and neither is answered by the command above: `wt026_severe_test.py` is §5.3's instrument and prints nothing about the recognition rate or the off-diagonal. This command re-pulls `companyfacts` as §5.3's does, so it reproduces the instrument and not the sample; its own §2 reconciles the rebuild against `RESULT-002` before it computes a statistic.
paper-III	6d9934a0bc	python3 -m pytest tests/ -q	H	`python3 -m pytest tests/ -q` re-run 2026-08-18 (RC 0)	1095 passed, 0 failed at wealthTensor-86's HEAD (1090 at 73b77f9 when wealthTensor-82 ran it; the HEAD suite grows, and wt158 added one). The sentence's 100 and 62 are about the PINNED commit d655501, which tests/test_paper_test_counts_are_derived.py asserts	- **Test suite:** `python3 -m pytest tests/ -q` runs the whole repository; at the pinned commit **d655501** — the state that produced every result in §A.2 and §§2–3 — that suite held **100** tests, of which the **62** in `tests/test_edgar.py`, `tests/test_lag.py` and `tests/test_lambda_sensitivity.py` are the ones that hold this paper's claims in place.
paper-III	da618c466e	d655501	H	tests/test_paper_test_counts_are_derived.py (green in the 1090)	the 100 is not asserted, it is recomputed from git ls-tree at d655501 and asserted against the manuscript	- **Test suite:** `python3 -m pytest tests/ -q` runs the whole repository; at the pinned commit **d655501** — the state that produced every result in §A.2 and §§2–3 — that suite held **100** tests, of which the **62** in `tests/test_edgar.py`, `tests/test_lag.py` and `tests/test_lambda_sensitivity.py` are the ones that hold this paper's claims in place.
paper-III	fa005fbebe	tests/test_edgar.py	H	git show d655501:tests/test_edgar.py | grep -c '^def test_'	42 at the pin. test_lag.py returns 10 and test_lambda_sensitivity.py returns 10 by the same command, so 42 + 10 + 10 = 62 — the number the sentence gives for these three modules.	- **Test suite:** `python3 -m pytest tests/ -q` runs the whole repository; at the pinned commit **d655501** — the state that produced every result in §A.2 and §§2–3 — that suite held **100** tests, of which the **62** in `tests/test_edgar.py`, `tests/test_lag.py` and `tests/test_lambda_sensitivity.py` are the ones that hold this paper's claims in place.
paper-III	82c20ffddf	tests/test_lag.py	H	git show d655501:tests/test_lag.py | grep -c '^def test_' vs HEAD	10 at the pin, 16 at HEAD -- SIX additions, and the six names map one-to-one onto the sentence's 2 + 1 + 3 breakdown (linear/not-linear, the algebraic collapse, and the three §4.4 guards)	- **Test suite:** `python3 -m pytest tests/ -q` runs the whole repository; at the pinned commit **d655501** — the state that produced every result in §A.2 and §§2–3 — that suite held **100** tests, of which the **62** in `tests/test_edgar.py`, `tests/test_lag.py` and `tests/test_lambda_sensitivity.py` are the ones that hold this paper's claims in place.
paper-III	af9d1b09c3	tests/test_lambda_sensitivity.py	H	git show d655501:tests/test_lambda_sensitivity.py | grep -c '^def test_'	10 at the pin — the third of the three modules whose def-test counts sum to the sentence's 62 (42 + 10 + 10).	- **Test suite:** `python3 -m pytest tests/ -q` runs the whole repository; at the pinned commit **d655501** — the state that produced every result in §A.2 and §§2–3 — that suite held **100** tests, of which the **62** in `tests/test_edgar.py`, `tests/test_lag.py` and `tests/test_lambda_sensitivity.py` are the ones that hold this paper's claims in place.
paper-III	6399cc6879	tests/test_paper_test_counts_are_derived.py	H	`grep -n '^def test_' tests/test_paper_test_counts_are_derived.py` (green in the 1095)	L74 test_paper_iii_suite_total_at_the_pin_is_what_paper_iii_says and L96 test_paper_ii_module_count_is_live_and_is_what_paper_ii_says -- the module does fail if either count drifts, which is what the sentence claims	Both counts are derived from the repository rather than asserted, and `tests/test_paper_test_counts_are_derived.py` fails if either drifts.
paper-III	1ed2776564	tests/test_lag.py	H	git show d655501:tests/test_lag.py | grep -c '^def test_' vs HEAD	10 at the pin, 16 at HEAD -- SIX additions, and the six names map one-to-one onto the sentence's 2 + 1 + 3 breakdown (linear/not-linear, the algebraic collapse, and the three §4.4 guards)	The suite at the head of the repository is much larger — it grows with every registration in `docs/preregistration/`, which is why the paper-scoped count is the one quoted; **six** of its additions, all in `tests/test_lag.py`, guard claims this paper makes and change no model code: two for §3.1's closed form D(φ) = (1 − φ)·D(0) and its accompanying negative claim that the lag is *not* linear; one asserting the algebraic collapse §4 publishes — which had no test until an audit found the published form using the entropy rate where it meant the effective decay; and three added at commit **cc1d198** for §4.4, holding the crossing rate δ₃\*, the first-rung boundary, and the absence of a steady-state deferral measure once decay outruns recognition.
paper-III	b027807bb2	cc1d198	H	`git cat-file -t cc1d198` + `git log -1 --format='%h %ad %s' --date=iso cc1d198` + `git show --name-only --format= cc1d198`	commit; cc1d198 2026-08-12 12:23:01 -0500 'REG-002 results, errata, ledger WT-088, and three tests S4.4 needed'; the file list is four paths and includes tests/test_lag.py	The suite at the head of the repository is much larger — it grows with every registration in `docs/preregistration/`, which is why the paper-scoped count is the one quoted; **six** of its additions, all in `tests/test_lag.py`, guard claims this paper makes and change no model code: two for §3.1's closed form D(φ) = (1 − φ)·D(0) and its accompanying negative claim that the lag is *not* linear; one asserting the algebraic collapse §4 publishes — which had no test until an audit found the published form using the entropy rate where it meant the effective decay; and three added at commit **cc1d198** for §4.4, holding the crossing rate δ₃\*, the first-rung boundary, and the absence of a steady-state deferral measure once decay outruns recognition.
paper-III	a3511853e3	docs/preregistration/PRE-001-wt026-observability-lag.md	H	git show --stat 9722342	'1 file changed, 283 insertions(+)', the one file being docs/preregistration/PRE-001-wt026-observability-lag.md, under the subject 'PRE-001: pre-register the WT-026 severe test, before any lag is computed'. A single-file commit containing the registration and nothing else, as claimed.	- **Pre-registrations:** `docs/preregistration/PRE-001-wt026-observability-lag.md`, registered at commit **9722342** — a single-file commit containing the registration and nothing else · `docs/preregistration/PRE-002-wt026-peak-to-charge.md`, registered at commit **d655501**, which **also contains the implementation of PRE-002's instrument**; see the disclosure in §5.1.
paper-III	f0e2d9c802	9722342	H	`git show --name-only --format= 9722342 | wc -l`	1 -- a single-file commit containing the registration and nothing else; the ledger entry is at docs/LEDGER.md L1188	- **Pre-registrations:** `docs/preregistration/PRE-001-wt026-observability-lag.md`, registered at commit **9722342** — a single-file commit containing the registration and nothing else · `docs/preregistration/PRE-002-wt026-peak-to-charge.md`, registered at commit **d655501**, which **also contains the implementation of PRE-002's instrument**; see the disclosure in §5.1.
paper-III	31fea3ed33	docs/preregistration/PRE-002-wt026-peak-to-charge.md	H	git show --stat d655501	9 files changed: PRE-002-wt026-peak-to-charge.md (132 lines) lands in the same commit as src/wealth_tensor/edgar.py (622) and scripts/wt026_severe_test.py (224). The commit 'also contains the implementation', as the sentence says of this registration and not of PRE-001's.	- **Pre-registrations:** `docs/preregistration/PRE-001-wt026-observability-lag.md`, registered at commit **9722342** — a single-file commit containing the registration and nothing else · `docs/preregistration/PRE-002-wt026-peak-to-charge.md`, registered at commit **d655501**, which **also contains the implementation of PRE-002's instrument**; see the disclosure in §5.1.
paper-III	a1e418ec3d	d655501	H	`git show --name-only --format= d655501 | grep wt026_severe_test`	returns scripts/wt026_severe_test.py, which is in d655501's nine-path file list -- the commit does also contain the implementation, which is the disclosure the bullet points §5.1 at	- **Pre-registrations:** `docs/preregistration/PRE-001-wt026-observability-lag.md`, registered at commit **9722342** — a single-file commit containing the registration and nothing else · `docs/preregistration/PRE-002-wt026-peak-to-charge.md`, registered at commit **d655501**, which **also contains the implementation of PRE-002's instrument**; see the disclosure in §5.1.
